NSW Recorded Crime Statistics April 2015-March 2020,,,,,,,,,
"Incidents of crime recorded by the NSW Police Force by Local Government Area: number, rates^ and trends^^",,,,,,,,,
,,,,,,,,,
Local Government Area,Offence type,Apr 2015 - Mar 2016,Apr 2016 - Mar 2017,Apr 2017 - Mar 2018,Apr 2018 - Mar 2019,Apr 2019 - Mar 2020,"Rate per 100,000 population Apr 2019 - Mar 2020",2 year trend and annual percent change (Apr 2018-Mar 2020),5 year trend and average annual percent change (Apr 2015-Mar 2020)
Cessnock,Other theft,310,295,308,306,286,483.9,Stable,Stable
Cessnock,Arson,152,197,185,135,108,182.7,Stable,Down 8.2%
Cessnock,Malicious damage to property,596,556,687,509,538,910.3,Stable,Stable
Cessnock,Possession and/or use of cocaine,1,2,3,13,5,8.5,nc,nc
Cessnock,Possession and/or use of narcotics,1,2,3,5,8,13.5,nc,nc
Cessnock,Possession and/or use of cannabis,154,134,164,171,125,211.5,Down 26.9%,Stable
Cessnock,Possession and/or use of amphetamines,106,100,111,138,115,194.6,Stable,Stable
Cessnock,Possession and/or use of ecstasy,7,7,14,22,11,18.6,nc,nc
Cessnock,Possession and/or use of other drugs,15,30,27,27,20,33.8,Stable,nc
Cessnock,"Dealing, trafficking in cocaine",0,0,0,1,0,nc,nc,nc
Cessnock,"Dealing, trafficking in narcotics",0,0,1,0,0,nc,nc,nc
Cessnock,"Dealing, trafficking in cannabis",0,1,1,5,3,5.1,nc,nc
Cessnock,"Dealing, trafficking in amphetamines",8,39,4,14,11,18.6,nc,nc
Cessnock,"Dealing, trafficking in ecstasy",0,6,1,6,1,1.7,nc,nc
Cessnock,"Dealing, trafficking in other drugs",2,1,0,2,0,nc,nc,nc
Cessnock,Cultivating cannabis,11,13,14,19,12,20.3,nc,nc
Cessnock,Manufacture drug,1,1,1,0,1,1.7,nc,nc
Cessnock,Importing drugs,0,0,0,0,1,1.7,nc,nc
Cessnock,Other drug offences,34,34,43,48,39,66,Stable,Stable
Cessnock,Prohibited and regulated weapons offences,160,180,190,210,178,301.2,Down 15.2%,Stable
Cessnock,Trespass,62,66,68,68,63,106.6,Stable,Stable
Cessnock,Offensive conduct,26,19,27,23,21,35.5,Stable,nc
Cessnock,Offensive language,16,19,13,25,15,25.4,nc,nc
Cessnock,Criminal intent,18,28,33,18,22,37.2,nc,nc
Cessnock,Betting and gaming offences,0,0,1,0,0,nc,nc,nc
Cessnock,Liquor offences,61,36,57,117,83,140.4,Stable,Stable
Cessnock,Pornography offences,4,6,7,6,7,11.8,nc,nc
Cessnock,Prostitution offences,0,0,0,0,0,nc,nc,nc
Cessnock,Escape custody,0,2,1,2,0,nc,nc,nc
Cessnock,Breach Apprehended Violence Order,198,206,238,188,177,299.5,Stable,Stable
Cessnock,Breach bail conditions,290,353,383,365,318,538.1,Stable,Stable
Cessnock,Fail to appear,1,8,6,5,3,5.1,nc,nc
Cessnock,Resist or hinder officer,50,38,55,59,42,71.1,Stable,Stable
Cessnock,Other offences against justice procedures,3,3,1,9,16,27.1,nc,nc
Cessnock,Transport regulatory offences,0,8,20,16,24,40.6,nc,nc
Cessnock,Other offences,62,76,82,98,87,147.2,Stable,Up 8.8%
Clarence Valley,Murder *,0,0,0,4,0,nc,nc,nc
Clarence Valley,Attempted murder,0,0,0,0,0,nc,nc,nc
Clarence Valley,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Clarence Valley,Manslaughter *,0,0,0,0,0,nc,nc,nc
Brewarrina,Domestic violence related assault,46,43,43,48,69,nc,Stable,Stable
Clarence Valley,Non-domestic violence related assault,261,278,264,239,259,501.5,Stable,Stable
Clarence Valley,Assault Police,17,17,19,26,29,56.2,Stable,nc
Clarence Valley,Sexual assault,45,51,38,48,49,94.9,Stable,Stable
Clarence Valley,"Indecent assault, act of indecency and other sexual offences",70,43,63,47,67,129.7,Stable,Stable
Clarence Valley,Abduction and kidnapping,1,2,1,1,1,1.9,nc,nc
Clarence Valley,Robbery without a weapon,3,3,2,2,10,19.4,nc,nc
Clarence Valley,Robbery with a firearm,1,0,1,0,0,nc,nc,nc
Clarence Valley,Robbery with a weapon not a firearm,7,10,1,5,2,3.9,nc,nc
Clarence Valley,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Clarence Valley,"Intimidation, stalking and harassment",211,225,242,269,242,468.6,Stable,Up 3.5%
Clarence Valley,Other offences against the person,5,10,3,8,8,15.5,nc,nc
Clarence Valley,Break and enter dwelling,297,288,191,188,156,302.1,Stable,Down 14.9%
Clarence Valley,Break and enter non-dwelling,140,108,134,95,111,214.9,Stable,Stable
Clarence Valley,Receiving or handling stolen goods,49,50,34,48,25,48.4,Stable,Stable
Clarence Valley,Motor vehicle theft,88,99,99,82,99,191.7,Stable,Stable
Clarence Valley,Steal from motor vehicle,299,280,225,221,147,284.6,Down 33.5%,Down 16.3%
Clarence Valley,Steal from retail store,144,131,116,160,179,346.6,Stable,Stable
Clarence Valley,Steal from dwelling,285,265,229,208,193,373.7,Stable,Down 9.3%
Clarence Valley,Steal from person,24,16,22,16,26,50.3,nc,nc
Clarence Valley,Stock theft,11,7,7,8,2,3.9,nc,nc
Clarence Valley,Fraud,192,256,306,329,266,515,Down 19.1%,Up 8.5%
Clarence Valley,Other theft,273,253,280,246,234,453.1,Stable,Stable
Clarence Valley,Arson,103,75,89,60,56,108.4,Stable,Down 14.1%
Clarence Valley,Malicious damage to property,626,592,462,542,438,848.1,Stable,Down 8.5%
Clarence Valley,Possession and/or use of cocaine,2,3,2,8,4,7.7,nc,nc
Clarence Valley,Possession and/or use of narcotics,0,2,3,2,0,nc,nc,nc
Clarence Valley,Possession and/or use of cannabis,248,262,229,185,121,234.3,Down 34.6%,Down 16.4%
Clarence Valley,Possession and/or use of amphetamines,47,42,45,67,70,135.5,Stable,Stable
Clarence Valley,Possession and/or use of ecstasy,6,9,3,4,2,3.9,nc,nc
Clarence Valley,Possession and/or use of other drugs,23,13,13,16,11,21.3,nc,nc
Clarence Valley,"Dealing, trafficking in cocaine",0,2,0,1,1,1.9,nc,nc
Clarence Valley,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Clarence Valley,"Dealing, trafficking in cannabis",6,11,7,5,2,3.9,nc,nc
Clarence Valley,"Dealing, trafficking in amphetamines",3,5,6,7,13,25.2,nc,nc
Clarence Valley,"Dealing, trafficking in ecstasy",2,0,0,1,0,nc,nc,nc
Clarence Valley,"Dealing, trafficking in other drugs",3,0,0,1,1,1.9,nc,nc
Clarence Valley,Cultivating cannabis,53,37,45,31,37,71.6,Stable,Stable
Clarence Valley,Manufacture drug,4,7,2,3,2,3.9,nc,nc
Clarence Valley,Importing drugs,0,0,1,1,0,nc,nc,nc
Clarence Valley,Other drug offences,29,26,27,35,21,40.7,Stable,Stable
Clarence Valley,Prohibited and regulated weapons offences,110,157,137,165,135,261.4,Stable,Stable
Clarence Valley,Trespass,96,95,82,125,53,102.6,Down 57.6%,Down 13.8%
Clarence Valley,Offensive conduct,58,48,59,47,49,94.9,Stable,Stable
Clarence Valley,Offensive language,48,47,51,43,23,44.5,Stable,Down 16.8%
Clarence Valley,Criminal intent,16,17,20,23,15,29,nc,nc
Clarence Valley,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Clarence Valley,Liquor offences,89,104,106,79,74,143.3,Stable,Stable
Clarence Valley,Pornography offences,3,3,2,1,4,7.7,nc,nc
Clarence Valley,Prostitution offences,0,0,0,0,0,nc,nc,nc
Clarence Valley,Escape custody,6,2,3,2,4,7.7,nc,nc
Clarence Valley,Breach Apprehended Violence Order,111,168,137,138,152,294.3,Stable,Stable
Clarence Valley,Breach bail conditions,204,272,275,276,284,549.9,Stable,Up 8.6%
Clarence Valley,Fail to appear,0,0,2,0,0,nc,nc,nc
Clarence Valley,Resist or hinder officer,55,81,77,86,83,160.7,Stable,Stable
Clarence Valley,Other offences against justice procedures,8,12,9,12,19,36.8,nc,nc
Clarence Valley,Transport regulatory offences,4,4,5,2,4,7.7,nc,nc
Clarence Valley,Other offences,177,162,156,126,83,160.7,Down 34.1%,Down 17.2%
Cobar,Murder *,0,0,0,0,0,nc,nc,nc
Cobar,Attempted murder,0,0,0,0,0,nc,nc,nc
Cobar,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Cobar,Manslaughter *,0,0,0,0,0,nc,nc,nc
Central Darling,Domestic violence related assault,86,86,89,88,102,nc,Stable,Stable
Cobar,Non-domestic violence related assault,32,36,42,37,35,741.2,Stable,Stable
Cobar,Assault Police,5,1,3,4,0,nc,nc,nc
Cobar,Sexual assault,5,6,4,7,4,84.7,nc,nc
Cobar,"Indecent assault, act of indecency and other sexual offences",9,4,16,14,9,190.6,nc,nc
Cobar,Abduction and kidnapping,1,0,0,0,1,21.2,nc,nc
Cobar,Robbery without a weapon,0,2,0,0,0,nc,nc,nc
Cobar,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Cobar,Robbery with a weapon not a firearm,0,0,1,0,0,nc,nc,nc
Cobar,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Cobar,"Intimidation, stalking and harassment",52,43,57,68,43,910.6,Stable,Stable
Cobar,Other offences against the person,3,2,0,1,1,21.2,nc,nc
Cobar,Break and enter dwelling,36,41,25,19,26,550.6,nc,nc
Cobar,Break and enter non-dwelling,48,24,14,18,21,444.7,nc,nc
Cobar,Receiving or handling stolen goods,7,3,3,3,2,42.4,nc,nc
Cobar,Motor vehicle theft,22,22,17,17,18,381.2,nc,nc
Cobar,Steal from motor vehicle,58,33,46,18,29,614.1,nc,nc
Cobar,Steal from retail store,6,16,1,3,7,148.2,nc,nc
Cobar,Steal from dwelling,20,24,8,5,18,381.2,nc,nc
Cobar,Steal from person,0,1,0,1,0,nc,nc,nc
Cobar,Stock theft,9,5,9,4,14,296.5,nc,nc
Cobar,Fraud,19,25,17,29,33,698.9,Stable,nc
Cobar,Other theft,25,35,13,20,24,508.3,Stable,nc
Cobar,Arson,12,5,18,16,10,211.8,nc,nc
Cobar,Malicious damage to property,120,91,87,92,85,1800.1,Stable,Stable
Cobar,Possession and/or use of cocaine,0,0,0,1,0,nc,nc,nc
Cobar,Possession and/or use of narcotics,0,0,0,0,0,nc,nc,nc
Cobar,Possession and/or use of cannabis,13,13,13,10,9,190.6,nc,nc
Cobar,Possession and/or use of amphetamines,2,2,5,2,2,42.4,nc,nc
Cobar,Possession and/or use of ecstasy,0,0,0,0,0,nc,nc,nc
Cobar,Possession and/or use of other drugs,4,3,2,2,7,148.2,nc,nc
Cobar,"Dealing, trafficking in cocaine",0,0,0,0,0,nc,nc,nc
Cobar,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Cobar,"Dealing, trafficking in cannabis",2,2,1,1,2,42.4,nc,nc
Cobar,"Dealing, trafficking in amphetamines",0,0,3,2,0,nc,nc,nc
Cobar,"Dealing, trafficking in ecstasy",0,0,0,0,0,nc,nc,nc
Cobar,"Dealing, trafficking in other drugs",0,0,0,0,0,nc,nc,nc
Cobar,Cultivating cannabis,3,0,1,0,1,21.2,nc,nc
Cobar,Manufacture drug,0,0,0,0,0,nc,nc,nc
Cobar,Importing drugs,0,0,0,0,0,nc,nc,nc
Cobar,Other drug offences,1,2,3,4,2,42.4,nc,nc
Cobar,Prohibited and regulated weapons offences,25,27,22,33,19,402.4,nc,nc
Cobar,Trespass,102,59,71,42,64,1355.4,Stable,Down 11.0%
Cobar,Offensive conduct,5,14,4,8,10,211.8,nc,nc
Cobar,Offensive language,23,5,8,4,0,nc,nc,nc
Cobar,Criminal intent,4,7,5,4,6,127.1,nc,nc
Cobar,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Cobar,Liquor offences,11,11,16,11,7,148.2,nc,nc
Cobar,Pornography offences,1,1,2,1,0,nc,nc,nc
Cobar,Prostitution offences,0,0,0,0,0,nc,nc,nc
Cobar,Escape custody,1,1,0,1,0,nc,nc,nc
Cobar,Breach Apprehended Violence Order,24,31,26,32,11,233,nc,nc
Cobar,Breach bail conditions,30,62,48,52,16,338.8,nc,nc
Cobar,Fail to appear,0,0,0,0,0,nc,nc,nc
Cobar,Resist or hinder officer,14,9,8,19,6,127.1,nc,nc
Cobar,Other offences against justice procedures,2,1,0,2,0,nc,nc,nc
Cobar,Transport regulatory offences,0,0,0,1,0,nc,nc,nc
Cobar,Other offences,34,40,31,32,29,614.1,Stable,Stable
Coffs Harbour,Murder *,0,0,0,0,0,nc,nc,nc
Coffs Harbour,Attempted murder,0,0,0,0,0,nc,nc,nc
Coffs Harbour,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Coffs Harbour,Manslaughter *,1,0,0,0,0,nc,nc,nc
Warren,Domestic violence related assault,37,27,31,43,41,nc,Stable,Stable
Coffs Harbour,Non-domestic violence related assault,433,404,531,410,424,553.9,Stable,Stable
Coffs Harbour,Assault Police,20,32,37,32,34,44.4,Stable,Stable
Coffs Harbour,Sexual assault,104,108,113,96,107,139.8,Stable,Stable
Coffs Harbour,"Indecent assault, act of indecency and other sexual offences",107,123,149,148,99,129.3,Stable,Stable
Coffs Harbour,Abduction and kidnapping,5,3,9,2,0,nc,nc,nc
Coffs Harbour,Robbery without a weapon,5,12,15,30,23,30,Stable,nc
Coffs Harbour,Robbery with a firearm,1,1,1,3,1,1.3,nc,nc
Coffs Harbour,Robbery with a weapon not a firearm,20,7,20,18,11,14.4,nc,nc
Coffs Harbour,Blackmail and extortion,1,0,0,0,1,1.3,nc,nc
Coffs Harbour,"Intimidation, stalking and harassment",512,496,551,490,563,735.5,Up 14.9%,Stable
Coffs Harbour,Other offences against the person,35,29,4,10,16,20.9,nc,nc
Coffs Harbour,Break and enter dwelling,457,270,460,411,385,502.9,Stable,Stable
Coffs Harbour,Break and enter non-dwelling,185,208,218,183,156,203.8,Stable,Stable
Coffs Harbour,Receiving or handling stolen goods,64,76,95,68,77,100.6,Stable,Stable
Coffs Harbour,Motor vehicle theft,138,128,182,203,204,266.5,Stable,Up 10.3%
Coffs Harbour,Steal from motor vehicle,515,331,401,577,467,610.1,Stable,Stable
Coffs Harbour,Steal from retail store,250,261,199,346,327,427.2,Stable,Up 6.9%
Coffs Harbour,Steal from dwelling,255,233,276,237,300,391.9,Stable,Stable
Coffs Harbour,Steal from person,55,47,47,34,37,48.3,Stable,Stable
Coffs Harbour,Stock theft,4,0,3,0,4,5.2,nc,nc
Coffs Harbour,Fraud,316,376,494,538,459,599.6,Stable,Up 9.8%
Coffs Harbour,Other theft,342,327,332,332,339,442.8,Stable,Stable
Coffs Harbour,Arson,88,118,106,118,92,120.2,Stable,Stable
Coffs Harbour,Malicious damage to property,825,763,767,722,763,996.7,Stable,Stable
Coffs Harbour,Possession and/or use of cocaine,6,6,14,9,8,10.5,nc,nc
Coffs Harbour,Possession and/or use of narcotics,4,6,1,4,2,2.6,nc,nc
Coffs Harbour,Possession and/or use of cannabis,275,288,293,290,250,326.6,Stable,Stable
Coffs Harbour,Possession and/or use of amphetamines,95,90,110,93,136,177.7,Stable,Stable
Coffs Harbour,Possession and/or use of ecstasy,10,13,17,10,18,23.5,nc,nc
Coffs Harbour,Possession and/or use of other drugs,37,47,36,57,46,60.1,Stable,Stable
Coffs Harbour,"Dealing, trafficking in cocaine",3,1,0,9,6,7.8,nc,nc
Coffs Harbour,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Coffs Harbour,"Dealing, trafficking in cannabis",11,10,6,5,4,5.2,nc,nc
Coffs Harbour,"Dealing, trafficking in amphetamines",24,31,9,9,10,13.1,nc,nc
Coffs Harbour,"Dealing, trafficking in ecstasy",6,15,4,10,2,2.6,nc,nc
Coffs Harbour,"Dealing, trafficking in other drugs",1,1,2,3,1,1.3,nc,nc
Coffs Harbour,Cultivating cannabis,22,33,26,23,33,43.1,Stable,Stable
Coffs Harbour,Manufacture drug,0,1,1,0,0,nc,nc,nc
Coffs Harbour,Importing drugs,1,1,1,0,0,nc,nc,nc
Coffs Harbour,Other drug offences,55,57,54,69,60,78.4,Stable,Stable
Coffs Harbour,Prohibited and regulated weapons offences,172,162,195,232,189,246.9,Stable,Stable
Coffs Harbour,Trespass,103,94,148,112,161,210.3,Stable,Up 11.8%
Coffs Harbour,Offensive conduct,72,72,81,62,34,44.4,Stable,Down 17.1%
Coffs Harbour,Offensive language,72,66,47,35,19,24.8,nc,nc
Coffs Harbour,Criminal intent,40,42,30,41,17,22.2,nc,nc
Coffs Harbour,Betting and gaming offences,0,0,0,0,2,2.6,nc,nc
Coffs Harbour,Liquor offences,118,126,187,161,57,74.5,Down 64.6%,Stable
Coffs Harbour,Pornography offences,5,7,7,13,2,2.6,nc,nc
Coffs Harbour,Prostitution offences,0,0,0,0,0,nc,nc,nc
Coffs Harbour,Escape custody,1,5,1,2,4,5.2,nc,nc
Coffs Harbour,Breach Apprehended Violence Order,294,298,296,313,293,382.8,Stable,Stable
Coffs Harbour,Breach bail conditions,433,557,571,512,519,678,Stable,Stable
Coffs Harbour,Fail to appear,9,3,3,12,7,9.1,nc,nc
Coffs Harbour,Resist or hinder officer,87,108,108,71,59,77.1,Stable,Down 9.3%
Coffs Harbour,Other offences against justice procedures,8,9,8,8,19,24.8,nc,nc
Coffs Harbour,Transport regulatory offences,10,12,11,1,15,19.6,nc,nc
Coffs Harbour,Other offences,271,215,275,213,146,190.7,Down 31.5%,Down 14.3%
Coolamon,Murder *,0,0,1,0,0,nc,nc,nc
Coolamon,Attempted murder,1,0,1,0,0,nc,nc,nc
Coolamon,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Coolamon,Manslaughter *,0,0,0,0,0,nc,nc,nc
Walgett,Domestic violence related assault,158,127,142,149,144,2379.8,Stable,Stable
Coolamon,Non-domestic violence related assault,9,9,12,9,10,228.9,nc,nc
Coolamon,Assault Police,0,0,0,0,0,nc,nc,nc
Coolamon,Sexual assault,2,2,4,2,5,114.5,nc,nc
Coolamon,"Indecent assault, act of indecency and other sexual offences",9,7,3,5,4,91.6,nc,nc
Coolamon,Abduction and kidnapping,0,0,0,0,0,nc,nc,nc
Coolamon,Robbery without a weapon,0,0,0,0,0,nc,nc,nc
Coolamon,Robbery with a firearm,0,0,0,0,1,22.9,nc,nc
Coolamon,Robbery with a weapon not a firearm,0,0,0,0,0,nc,nc,nc
Coolamon,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Coolamon,"Intimidation, stalking and harassment",21,16,14,17,12,274.7,nc,nc
Coolamon,Other offences against the person,1,1,1,0,1,22.9,nc,nc
Coolamon,Break and enter dwelling,13,14,9,8,25,572.3,nc,nc
Coolamon,Break and enter non-dwelling,6,8,17,8,10,228.9,nc,nc
Coolamon,Receiving or handling stolen goods,2,4,3,0,1,22.9,nc,nc
Coolamon,Motor vehicle theft,6,7,9,6,5,114.5,nc,nc
Coolamon,Steal from motor vehicle,11,5,5,6,9,206,nc,nc
Coolamon,Steal from retail store,8,1,4,1,1,22.9,nc,nc
Coolamon,Steal from dwelling,11,17,5,6,6,137.4,nc,nc
Coolamon,Steal from person,0,0,0,0,0,nc,nc,nc
Coolamon,Stock theft,1,2,4,7,1,22.9,nc,nc
Coolamon,Fraud,11,6,8,10,11,251.8,nc,nc
Coolamon,Other theft,11,6,8,7,5,114.5,nc,nc
Coolamon,Arson,2,2,1,1,2,45.8,nc,nc
Coolamon,Malicious damage to property,26,26,16,21,20,457.9,Stable,nc
Coolamon,Possession and/or use of cocaine,0,0,0,0,0,nc,nc,nc
Coolamon,Possession and/or use of narcotics,0,0,0,0,0,nc,nc,nc
Coolamon,Possession and/or use of cannabis,11,13,8,8,7,160.3,nc,nc
Coolamon,Possession and/or use of amphetamines,0,0,1,0,0,nc,nc,nc
Coolamon,Possession and/or use of ecstasy,0,0,0,0,0,nc,nc,nc
Coolamon,Possession and/or use of other drugs,1,0,2,1,0,nc,nc,nc
Coolamon,"Dealing, trafficking in cocaine",0,0,0,0,0,nc,nc,nc
Coolamon,"Dealing, trafficking in narcotics",0,0,0,1,0,nc,nc,nc
Coolamon,"Dealing, trafficking in cannabis",0,1,0,0,0,nc,nc,nc
Coolamon,"Dealing, trafficking in amphetamines",0,0,0,0,0,nc,nc,nc
Coolamon,"Dealing, trafficking in ecstasy",0,0,0,0,0,nc,nc,nc
Coolamon,"Dealing, trafficking in other drugs",0,0,0,0,1,22.9,nc,nc
Coolamon,Cultivating cannabis,1,1,1,2,0,nc,nc,nc
Coolamon,Manufacture drug,0,0,0,0,0,nc,nc,nc
Coolamon,Importing drugs,0,0,0,0,0,nc,nc,nc
Coolamon,Other drug offences,4,4,3,2,2,45.8,nc,nc
Coolamon,Prohibited and regulated weapons offences,20,28,14,18,10,228.9,nc,nc
Coolamon,Trespass,5,3,13,4,8,183.2,nc,nc
Coolamon,Offensive conduct,2,3,1,0,1,22.9,nc,nc
Coolamon,Offensive language,3,1,0,0,1,22.9,nc,nc
Coolamon,Criminal intent,0,1,1,0,0,nc,nc,nc
Coolamon,Betting and gaming offences,10,0,0,4,1,22.9,nc,nc
Coolamon,Liquor offences,21,3,13,1,76,1739.9,nc,nc
Coolamon,Pornography offences,0,0,1,2,1,22.9,nc,nc
Coolamon,Prostitution offences,0,0,0,0,0,nc,nc,nc
Coolamon,Escape custody,0,0,0,0,0,nc,nc,nc
Coolamon,Breach Apprehended Violence Order,4,3,6,3,3,68.7,nc,nc
Coolamon,Breach bail conditions,5,6,6,7,4,91.6,nc,nc
Coolamon,Fail to appear,0,0,0,0,0,nc,nc,nc
Coolamon,Resist or hinder officer,1,1,1,0,0,nc,nc,nc
Coolamon,Other offences against justice procedures,1,0,0,0,0,nc,nc,nc
Coolamon,Transport regulatory offences,0,0,0,0,0,nc,nc,nc
Coolamon,Other offences,4,10,3,2,6,137.4,nc,nc
Coonamble,Murder *,0,0,0,0,0,nc,nc,nc
Coonamble,Attempted murder,0,0,0,0,0,nc,nc,nc
Coonamble,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Coonamble,Manslaughter *,0,0,0,0,0,nc,nc,nc
Wentworth,Domestic violence related assault,70,47,74,65,78,1107.6,Stable,Stable
Coonamble,Non-domestic violence related assault,50,42,50,46,62,1544.6,Stable,Stable
Coonamble,Assault Police,2,1,4,7,7,174.4,nc,nc
Coonamble,Sexual assault,3,2,9,7,11,274,nc,nc
Coonamble,"Indecent assault, act of indecency and other sexual offences",9,9,8,13,14,348.8,nc,nc
Coonamble,Abduction and kidnapping,0,0,0,1,0,nc,nc,nc
Coonamble,Robbery without a weapon,1,2,3,0,0,nc,nc,nc
Coonamble,Robbery with a firearm,1,0,0,0,0,nc,nc,nc
Coonamble,Robbery with a weapon not a firearm,0,1,0,2,1,24.9,nc,nc
Coonamble,Blackmail and extortion,0,0,0,0,1,24.9,nc,nc
Coonamble,"Intimidation, stalking and harassment",53,38,63,97,127,3163.9,Stable,Up 24.4%
Coonamble,Other offences against the person,4,1,0,3,4,99.7,nc,nc
Coonamble,Break and enter dwelling,106,103,76,126,110,2740.4,Stable,Stable
Coonamble,Break and enter non-dwelling,49,38,45,48,42,1046.3,Stable,Stable
Coonamble,Receiving or handling stolen goods,6,12,8,19,23,573,nc,nc
Coonamble,Motor vehicle theft,13,15,15,16,26,647.7,nc,nc
Coonamble,Steal from motor vehicle,67,65,50,56,36,896.9,Stable,Down 14.4%
Coonamble,Steal from retail store,28,26,19,25,8,199.3,nc,nc
Coonamble,Steal from dwelling,41,36,23,45,34,847,Stable,Stable
Coonamble,Steal from person,5,2,1,7,5,124.6,nc,nc
Coonamble,Stock theft,5,4,1,3,4,99.7,nc,nc
Coonamble,Fraud,25,16,30,34,28,697.6,Stable,nc
Coonamble,Other theft,37,31,37,20,25,622.8,Stable,Stable
Coonamble,Arson,23,8,17,22,23,573,Stable,nc
Coonamble,Malicious damage to property,141,104,105,140,112,2790.2,Stable,Stable
Coonamble,Possession and/or use of cocaine,0,0,0,0,0,nc,nc,nc
Coonamble,Possession and/or use of narcotics,3,5,0,0,0,nc,nc,nc
Coonamble,Possession and/or use of cannabis,22,14,17,27,24,597.9,Stable,nc
Coonamble,Possession and/or use of amphetamines,6,7,7,21,21,523.2,Stable,nc
Coonamble,Possession and/or use of ecstasy,0,0,1,1,1,24.9,nc,nc
Coonamble,Possession and/or use of other drugs,38,31,5,9,9,224.2,nc,nc
Coonamble,"Dealing, trafficking in cocaine",0,0,0,0,0,nc,nc,nc
Coonamble,"Dealing, trafficking in narcotics",0,1,0,0,0,nc,nc,nc
Coonamble,"Dealing, trafficking in cannabis",26,2,0,1,5,124.6,nc,nc
Coonamble,"Dealing, trafficking in amphetamines",7,0,2,2,0,nc,nc,nc
Coonamble,"Dealing, trafficking in ecstasy",0,2,2,0,0,nc,nc,nc
Coonamble,"Dealing, trafficking in other drugs",0,0,1,0,0,nc,nc,nc
Coonamble,Cultivating cannabis,2,1,3,2,1,24.9,nc,nc
Coonamble,Manufacture drug,0,0,0,0,0,nc,nc,nc
Coonamble,Importing drugs,0,0,0,0,0,nc,nc,nc
Coonamble,Other drug offences,3,2,12,5,4,99.7,nc,nc
Coonamble,Prohibited and regulated weapons offences,32,21,26,33,71,1768.8,Up 115.2%,Up 22.0%
Coonamble,Trespass,52,35,23,31,54,1345.3,Up 74.2%,Stable
Coonamble,Offensive conduct,14,9,2,20,0,nc,nc,nc
Coonamble,Offensive language,12,4,13,6,6,149.5,nc,nc
Coonamble,Criminal intent,6,10,11,12,24,597.9,nc,nc
Coonamble,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Coonamble,Liquor offences,10,5,11,15,1,24.9,nc,nc
